scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 63),global,,,5.579283
Single-qubit pi (1q) (run 63),pulse_channel_1,0.000000,5.837150,2.918575
Single-qubit pi (1q) (run 63),pulse_channel_2,0.000000,21.331229,10.665615
