scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 472),global,,,6.396906
Single-qubit pi (1q) (run 472),pulse_channel_1,0.328063,11.109699,5.718881
Single-qubit pi (1q) (run 472),pulse_channel_2,1.637616,12.673019,7.155318
