scenario,channel,tdc,fdc,pcs
GHZ (3q) (run 145),global,,,12.206543
GHZ (3q) (run 145),pulse_channel_1,1.978216,16.390456,9.184336
GHZ (3q) (run 145),pulse_channel_2,1.809453,23.041644,12.425548
GHZ (3q) (run 145),pulse_channel_3,1.824057,34.438915,18.131486
GHZ (3q) (run 145),pulse_channel_4,2.622616,20.662916,11.642766
GHZ (3q) (run 145),pulse_channel_5,1.521447,25.977384,13.749415
GHZ (3q) (run 145),pulse_channel_6,2.262784,18.681160,10.471972
GHZ (3q) (run 145),pulse_channel_7,2.132234,32.195869,17.164052
GHZ (3q) (run 145),pulse_channel_8,2.160740,14.396425,8.278583
