circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
DeutschJozsa_4Q,50,15,50.0,30.0,0.02,0.02,"{'SNOT': {'num_tslots': 2, 'evo_time': 0.15019245855109786}, 'X': {'num_tslots': 2, 'evo_time': 0.836997362592238}, 'CNOT': {'num_tslots': 1, 'evo_time': 2.387420779788335}}",0.27954855987735794
