gen,nevals,avg,std,min,max,diversity
0,100,0.26832944899776057,0.010100125252598013,0.2457088453869675,0.2960023079330395,2.8532982531378255
1,70,0.2712845493073371,0.009099452724835321,0.25391569337086917,0.2960023079330395,3.0454717611654996
2,51,0.2748248574176277,0.011854382324014907,0.2440106565932173,0.31475728026211586,3.4039909931163175
3,64,0.2743622060654331,0.012646444631966954,0.25183579320931443,0.31475728026211586,3.2224962806946214
4,66,0.2735501965819512,0.012165246383571264,0.2534811724749461,0.31475728026211586,3.3385407087984675
5,62,0.2727701096448203,0.0146169919560139,0.2191100045934594,0.31475728026211586,3.7973877847753665
6,71,0.2763293079143631,0.013463776114554286,0.2529027116081457,0.31475728026211586,4.169371444139443
7,64,0.27501932373844384,0.015996654012559963,0.24215162640611138,0.31475728026211586,4.13105762525302
8,61,0.27686570661135623,0.015494032792661218,0.24424350437043219,0.31475728026211586,4.137558911387874
9,61,0.27935529267614956,0.015500505329957389,0.25497466815403513,0.31475728026211586,3.3966711368942115
10,64,0.27657095103323603,0.015454196347012748,0.24748151490476475,0.31475728026211586,4.0024669673408555
11,56,0.2791713482540102,0.014526978927101525,0.24887498724460333,0.31475728026211586,4.327543773805871
12,56,0.27997765985098577,0.017696593683506057,0.2399100706250256,0.31475728026211586,4.15500551826751
13,53,0.28497058233420663,0.01920253481395373,0.24918463610466338,0.31475728026211586,3.692394599750514
14,57,0.284184465464211,0.021509559215501763,0.24685060961702066,0.31475728026211586,3.6693196812049003
15,63,0.2814872566013119,0.018952681426876037,0.25219424888617525,0.31475728026211586,3.7652716242361306
16,55,0.2811857687863177,0.019542515014537645,0.24770623992589533,0.31475728026211586,3.827979021280589
17,61,0.28222807934561356,0.02036372820212114,0.24556962980188968,0.31475728026211586,3.5098997322884498
18,56,0.28507415225135424,0.022072929761858682,0.24029873877298588,0.31475728026211586,3.225272988795187
19,61,0.2843103064759443,0.021832399272347956,0.2383553142871175,0.31475728026211586,3.861114724076122
20,73,0.27875706513440357,0.01764743010414248,0.2465153216096894,0.31475728026211586,3.556120515352665
21,61,0.2812728468987964,0.01797309108528064,0.25239406475542586,0.31475728026211586,3.726581274255079
22,56,0.2831211785201294,0.018495370731800412,0.25037782103312567,0.31475728026211586,3.718015511828433
23,62,0.2805674991111723,0.018996659065705548,0.2362455575922602,0.31475728026211586,3.7710207248442233
