scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 441),global,,,7.986548
Single-qubit pi (1q) (run 441),pulse_channel_1,1.204398,14.036556,7.620477
Single-qubit pi (1q) (run 441),pulse_channel_2,2.023696,14.716712,8.370204
