scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 272),global,,,5.037196
Single-qubit pi (1q) (run 272),pulse_channel_1,0.000000,9.699580,4.849790
Single-qubit pi (1q) (run 272),pulse_channel_2,0.000000,10.463687,5.231844
