scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 89),global,,,45.335790
Single-qubit pi (1q) (run 89),pulse_channel_1,3.840252,81.649211,42.744732
Single-qubit pi (1q) (run 89),pulse_channel_2,11.277214,84.890608,48.083911
