circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
Grover_4Q,500,250,50.0,30.0,0.02,0.02,"{'SNOT': {'num_tslots': 1, 'evo_time': 0.11319749270926596}, 'X': {'num_tslots': 4, 'evo_time': 0.22611739024621003}, 'CNOT': {'num_tslots': 2, 'evo_time': 0.1276360859347709}}",0.22010596273477726
