scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 375),global,,,21.605911
Single-qubit pi (1q) (run 375),pulse_channel_1,4.205755,28.118576,16.162165
Single-qubit pi (1q) (run 375),pulse_channel_2,8.424045,49.342396,28.883220
