scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 37),global,,,27.520480
Single-qubit pi (1q) (run 37),pulse_channel_1,5.222182,36.085232,20.653707
Single-qubit pi (1q) (run 37),pulse_channel_2,4.908685,68.431838,36.670262
