scenario,channel,tdc,fdc,pcs
Teleportation pre-meas (3q) (run 27),global,,,22.130712
Teleportation pre-meas (3q) (run 27),pulse_channel_1,2.921645,42.783114,22.852380
Teleportation pre-meas (3q) (run 27),pulse_channel_2,2.526954,48.731546,25.629250
Teleportation pre-meas (3q) (run 27),pulse_channel_3,2.766977,32.123627,17.445302
Teleportation pre-meas (3q) (run 27),pulse_channel_4,2.548586,48.374989,25.461787
Teleportation pre-meas (3q) (run 27),pulse_channel_5,3.106977,38.968472,21.037725
Teleportation pre-meas (3q) (run 27),pulse_channel_6,3.083929,38.405895,20.744912
Teleportation pre-meas (3q) (run 27),pulse_channel_7,2.864020,54.131181,28.497600
Teleportation pre-meas (3q) (run 27),pulse_channel_8,2.754717,32.811667,17.783192
