gen,nevals,avg,std,min,max,diversity
0,500,0.2436251491835938,0.0036180221531212837,0.22745771339797935,0.25225433454883633,1.9251868103990308
1,293,0.24487474184740762,0.003360815476201196,0.22870160604494827,0.25783735078372216,2.483540647148558
2,281,0.2453064674409377,0.0037893958316982442,0.22982918937242186,0.25783735078372216,2.601181412301392
3,273,0.24561536916773472,0.004154564935139418,0.22527652856344416,0.25783735078372216,2.761046220193216
4,305,0.24613128720080127,0.003915702134459946,0.22849057055355462,0.2591395182545056,2.892681016779731
5,313,0.24606290970040764,0.004297884828093991,0.22690023784537514,0.2591395182545056,2.950730141746712
6,284,0.24679067000611626,0.0044974064472794095,0.22606957518041582,0.26316229579557465,3.002523107182516
7,294,0.24717711136476822,0.004721331622704024,0.23080203216596237,0.26316229579557465,3.083952097871155
8,318,0.24758224575820015,0.005733364407973843,0.21335796581770705,0.27987061402856445,3.157341673781152
9,292,0.24800014150304553,0.006413194710994375,0.22287217549050206,0.27987061402856445,3.1785815510188433
10,305,0.2483318388876449,0.006924928018634802,0.22344258598909503,0.27987061402856445,3.1853434898669137
11,312,0.24930498677584453,0.008021325541060706,0.22731157938347332,0.27987061402856445,3.1689136837823697
12,321,0.24897070490379292,0.008912206831439971,0.20766927030016086,0.2815798168210695,3.117435474911387
13,299,0.25061480190300117,0.01097858930744371,0.20962357902327597,0.300170938111033,3.1271821767548116
14,310,0.251409665871167,0.013989733182718195,0.20163901486085842,0.3458577141272269,3.0526588729237916
15,315,0.253718223618985,0.014909768882065563,0.20562739621389078,0.30772543408203734,3.00382800244092
16,311,0.25415346016675283,0.017689010927035207,0.19054576970095746,0.3296595185841605,2.9146752729514276
17,309,0.25418468485882517,0.01901175153983889,0.19646105618610088,0.3154492118814854,2.838032570637429
18,303,0.25692632895720113,0.02047002519251111,0.18899210840862965,0.3295400862578783,2.804090912336743
19,285,0.26030249728780097,0.024744786225826775,0.21134401062930344,0.3413432900724205,2.742835496358155
20,270,0.262734637379619,0.027236739724242995,0.1959182902584736,0.3564240875731506,2.671632537672747
21,258,0.26591029736135646,0.03206865952999702,0.19623732727906276,0.3564240875731506,2.619982233026204
22,254,0.26804957250599454,0.03325701370921163,0.1820501531739199,0.3564240875731506,2.560723525970308
23,243,0.2727716955482191,0.03657632911773516,0.1920478264515881,0.3564240875731506,2.544762276146535
24,271,0.27562196892827795,0.03999710109453364,0.1945992242034363,0.3564240875731506,2.455308104739285
25,259,0.27570668252649366,0.04180135786213851,0.18712516693140635,0.3564240875731506,2.386032179198372
26,249,0.28001601353729266,0.04437466370891909,0.18802336318754387,0.3564240875731506,2.3866281647453746
27,284,0.2766135085413666,0.045365802347505035,0.19937035957184165,0.3564240875731506,2.3273240790441547
28,278,0.2802389962508421,0.04730766653734931,0.15591270806264335,0.3564240875731506,2.3818291855989195
29,283,0.27868009881056915,0.0479285140636362,0.17630789733440233,0.3564240875731506,2.2394999332166305
30,217,0.2877679219003013,0.049627059611271826,0.20451191865672766,0.3564240875731506,2.013227767653571
31,225,0.2914330643480798,0.05198262614194782,0.19316695546693174,0.3564240875731506,1.8595854921458372
32,197,0.30260179341706755,0.05329008088947229,0.19611847783228414,0.3564240875731506,1.8284635688208
33,219,0.30306188108188714,0.056697533566105095,0.1728029519299835,0.3564240875731506,1.6597529757174698
34,234,0.300400216862246,0.05618108273348977,0.20256173419706835,0.36290903376683736,1.5469324529404826
35,219,0.30015560910400163,0.0552342502349391,0.1858990347268939,0.36763433507838117,1.5553873912764757
36,228,0.29877618398015243,0.05589561451308659,0.18697558915824267,0.36763433507838117,1.6243618049324842
37,236,0.29790900355437283,0.056605532318273775,0.1672378918956213,0.3714188036703079,1.7980081233427156
38,257,0.29092400014160474,0.05669301802419129,0.17955270223994554,0.3714188036703079,1.9061779405102757
39,232,0.2942809707634921,0.056511871692927804,0.17360112426456778,0.37527385303875177,1.8778341142569628
40,199,0.30410205302456184,0.05751671688131425,0.1698826758554482,0.37527385303875177,1.9184953267119706
41,204,0.3075059548178304,0.05919115207301258,0.1760805687021686,0.37527385303875177,1.9581455967625645
42,203,0.3074486803288421,0.06220353398829466,0.167223221724312,0.37527385303875177,1.9626339919175466
43,217,0.3076791295089937,0.061437953322976704,0.17242661647588955,0.37527385303875177,2.06622097200436
44,207,0.31131537676302595,0.06307436360897056,0.16566214591990153,0.4495023316253861,2.073056403764186
45,228,0.31038562944947934,0.06587341573303954,0.1760829779602532,0.4495023316253861,2.0582474595412603
46,232,0.3098437171839388,0.07070255736413161,0.1867139157459263,0.4495023316253861,2.090802330346392
47,232,0.31050494751124236,0.07385285081392795,0.14600584985939274,0.4495023316253861,2.1647338578729873
48,254,0.3058134603801136,0.07668318675000733,0.18223002512502126,0.4495023316253861,2.2569611224639363
49,200,0.3207535229323919,0.08107932828595245,0.18252227264122928,0.4495023316253861,2.210737554080435
50,181,0.3388287070510401,0.08879533255622496,0.16057939245878697,0.4495023316253861,2.1832338492406915
51,190,0.350347786378692,0.09498069741412947,0.1279244576201295,0.4495023316253861,1.9411411420894813
52,186,0.359539889845706,0.09806568525597763,0.17574974134982427,0.4495023316253861,1.915037075261466
53,190,0.36019613868295836,0.10223652550690111,0.15692307924362547,0.4495023316253861,1.7193592749332538
54,169,0.3717376264097745,0.10007324851600584,0.15270055734201277,0.4495023316253861,1.4661119920115018
55,173,0.2502702437659712,0.012854850279949098,0.18880263405438782,0.3313750739353052,3.1642061850531307
56,187,0.2541236160970396,0.01645449779245301,0.1865553661969472,0.3313750739353052,3.0774995247897605
57,201,0.2583137517037671,0.024550156455074943,0.14750654622622658,0.3905618329960954,3.032216071210234
58,189,0.26410942952805794,0.03240328259668764,0.18311105737830188,0.432507629552973,2.9821714460981985
59,221,0.2710904653227453,0.03878132298168539,0.13873414951285593,0.4082998903432951,2.8523366454661234
60,219,0.27739789150987537,0.04367190079904193,0.15213003933868952,0.4082998903432951,2.74476939083969
61,208,0.28366135488906047,0.04627622851087768,0.1725232317284705,0.4082998903432951,2.5635194986871177
62,226,0.2897040277630392,0.052306601650713845,0.1354704937972256,0.5005979554381742,2.4978554555758765
63,231,0.29324780529368927,0.05829290588275144,0.14223238706112667,0.5005979554381742,2.393153583841341
64,252,0.2928909298737367,0.06406580533215854,0.15000555240647295,0.5005979554381742,2.3578242313421387
65,234,0.2976560500160415,0.06780224450595661,0.18314964165168912,0.5005979554381742,2.330867532011025
66,228,0.3074106029092643,0.07290135175578252,0.16053089629823744,0.5005979554381742,2.2781417817071796
67,246,0.308618553870347,0.08046848352467942,0.15884474928124961,0.5005979554381742,2.224709087529754
68,215,0.31791004388868693,0.08871225652519335,0.1624894275163759,0.5005979554381742,2.237508754908126
69,226,0.3249716862269836,0.09558354539742428,0.18062883443366695,0.5005979554381742,2.397733040632447
70,151,0.35864034877272716,0.10200742201841809,0.15025066615290156,0.5005979554381742,2.2211476305876974
71,191,0.3736353075449158,0.11480590357302294,0.1681766668803402,0.5005979554381742,2.1173651099092696
72,182,0.38757740524601114,0.12088294471772261,0.15990443807906668,0.5005979554381742,1.8897809271464103
73,173,0.3987254142087222,0.12229653630507838,0.15814878107943187,0.5005979554381742,1.7200990671267742
74,186,0.39365866021039736,0.12671445386087596,0.15451044529322225,0.5005979554381742,1.7120707244913185
75,187,0.39379163350085006,0.1272192473535908,0.17531358140945894,0.5005979554381742,1.6055902814721748
76,179,0.4003715213110303,0.1247979057775979,0.15098558908953022,0.5005979554381742,1.5328240844161407
77,152,0.41329674335017463,0.12138570683041823,0.16263708243183458,0.5005979554381742,1.4680330337945988
78,183,0.2491924374759565,0.012336500317628936,0.1647386518313658,0.3350158731087248,3.1832378085813957
79,183,0.25324405958320106,0.01511633635202756,0.1953894012057967,0.35279078721990775,3.129216367040254
80,225,0.25551165722921415,0.018464816220429465,0.18301533329610964,0.35279078721990775,3.075250384377
81,202,0.2607698551909764,0.02491970133598404,0.1724780562098008,0.35279078721990775,2.9791570834370593
82,234,0.2651001559541355,0.03094948209737926,0.1507613298007264,0.3569366192837996,2.8615352123872997
83,228,0.2698981849032365,0.034719534225171385,0.18141323760460756,0.3569366192837996,2.784699444567211
84,213,0.27657764117369615,0.038668867919124404,0.18845967498891428,0.41274156726132144,2.7395944905012932
85,238,0.2805983822326117,0.04417028503861133,0.18191178647717082,0.41274156726132144,2.7121818255661134
86,212,0.28881113862702207,0.049085236994890785,0.18238728904445756,0.41274156726132144,2.6474732071559686
87,215,0.2937418283323636,0.05653895130768013,0.1548091776100902,0.41274156726132144,2.5753101866224664
88,238,0.2952996510549671,0.06197819291877179,0.17265405648491222,0.41274156726132144,2.525668997525146
89,245,0.3006906582376737,0.06679625977393064,0.18374407559271622,0.41274156726132144,2.5430795557019077
90,210,0.30838116229486046,0.07101804722579867,0.1488457063149949,0.41274156726132144,2.380736409930685
91,195,0.3182530445982575,0.07339578175910622,0.1731344262730414,0.41274156726132144,2.3145687404233657
92,184,0.3274828695681633,0.07756990915960581,0.15675933773777362,0.41274156726132144,2.074797385073024
93,193,0.3313604634961789,0.0799855556453208,0.1516293732708473,0.41274156726132144,1.8812208930992271
94,185,0.34158721082936294,0.08095394206962127,0.16164808816034296,0.41274156726132144,1.5757813684552562
95,192,0.34177122065357735,0.08324625547299747,0.16213365801771915,0.41274156726132144,1.6127759113328144
96,182,0.34624054671561305,0.08124109588753688,0.16580699894701112,0.41274156726132144,1.5352882689741323
97,199,0.3417355078521302,0.08337294301463657,0.1773383285766128,0.41274156726132144,1.5762644574370974
98,163,0.34952506607204825,0.0821321451071281,0.15099135178689624,0.41274156726132144,1.4805301456562132
99,186,0.24980672838753315,0.011636024374296726,0.20169518785063137,0.32604636564543066,3.202005081721101
100,239,0.2505833125451677,0.014433503747354422,0.16633620652164835,0.32604636564543066,3.1832609751440266
101,222,0.2545002446407629,0.01757890620150255,0.187669990520139,0.35205103973969193,3.154485673579698
102,240,0.2570527575359738,0.02211941900143776,0.18490814189231894,0.35205103973969193,3.063383382973275
103,204,0.26349785453224606,0.02728008350742574,0.19289012219212637,0.35205103973969193,2.9792292481854483
104,216,0.2696043633974642,0.031458136859201145,0.1798575190281077,0.35205103973969193,2.862245602938667
105,248,0.27249052423525677,0.03790044556219056,0.18318774026736512,0.35205103973969193,2.7049348358472285
106,204,0.27925418402626156,0.04168890275004594,0.17334066900856582,0.3796152638833679,2.6202545171114586
107,230,0.28268665171966106,0.04548400928395776,0.18591250016238275,0.3796152638833679,2.6203717605347623
108,247,0.2845572151308236,0.0489161177497321,0.17108154898944705,0.3796152638833679,2.5379823324611386
109,250,0.2874296820008343,0.05062075743860387,0.19116666159114573,0.3796152638833679,2.5559045779837093
110,182,0.30156358284681595,0.05305007181150631,0.17718496185409474,0.3796152638833679,2.192153397509355
111,211,0.3028663273810749,0.056942719005913904,0.19138802670494437,0.3796152638833679,1.9234954667702457
112,178,0.31280868696955977,0.05767050816698058,0.17698215213214258,0.39808709712483814,1.7899752890962852
113,195,0.31409757988398085,0.06074902872572459,0.19436875267026535,0.39808709712483814,1.521984298376473
