scenario,channel,tdc,fdc,pcs
GHZ (3q) (run 429),global,,,19.874930
GHZ (3q) (run 429),pulse_channel_1,3.956517,30.997858,17.477188
GHZ (3q) (run 429),pulse_channel_2,3.370241,40.787478,22.078859
GHZ (3q) (run 429),pulse_channel_3,2.572995,31.311184,16.942090
GHZ (3q) (run 429),pulse_channel_4,3.408488,34.201879,18.805183
GHZ (3q) (run 429),pulse_channel_5,2.291647,42.090612,22.191130
GHZ (3q) (run 429),pulse_channel_6,3.713761,44.704993,24.209377
GHZ (3q) (run 429),pulse_channel_7,1.915723,38.167064,20.041393
GHZ (3q) (run 429),pulse_channel_8,2.521938,34.264794,18.393366
