scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 110),global,,,100.908366
Single-qubit pi (1q) (run 110),pulse_channel_1,14.758438,191.131613,102.945026
Single-qubit pi (1q) (run 110),pulse_channel_2,13.780596,184.043404,98.912000
