circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
BernsteinVazirani_4Q,100,200,50.0,30.0,0.02,0.02,"{'SNOT': {'num_tslots': 4, 'evo_time': 0.12018824549740009}, 'X': {'num_tslots': 3, 'evo_time': 0.13559676948270305}, 'CNOT': {'num_tslots': 16, 'evo_time': 0.5072556138677307}, 'SWAP': {'num_tslots': 12, 'evo_time': 3.4525721286380757}, 'CPHASE': {'num_tslots': 2, 'evo_time': 3.394265957373468}, 'RZ': {'num_tslots': 9, 'evo_time': 2.1937012174787793}, 'GLOBALPHASE': {'num_tslots': 2, 'evo_time': 1.013330407736717}}",0.5339233293221752
