scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 411),global,,,5.082530
Single-qubit pi (1q) (run 411),pulse_channel_1,0.000000,13.491144,6.745572
Single-qubit pi (1q) (run 411),pulse_channel_2,0.000000,7.658983,3.829491
