scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 209),global,,,1.629466
Single-qubit pi (1q) (run 209),pulse_channel_1,0.000000,1.017769,0.508885
Single-qubit pi (1q) (run 209),pulse_channel_2,0.000000,10.435219,5.217610
