scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 176),global,,,13.900845
Single-qubit pi (1q) (run 176),pulse_channel_1,2.026751,23.453181,12.739966
Single-qubit pi (1q) (run 176),pulse_channel_2,2.572882,27.762129,15.167506
