circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
QFT_4Q,100,200,100.0,60.0,0.05,0.05,"{'SNOT': {'num_tslots': 5, 'evo_time': 0.2171540984734097}, 'X': {'num_tslots': 1, 'evo_time': 0.7422090469358291}, 'CNOT': {'num_tslots': 6, 'evo_time': 0.48070401689675957}, 'SWAP': {'num_tslots': 9, 'evo_time': 1.1129295067058012}, 'CPHASE': {'num_tslots': 3, 'evo_time': 3.3959855817315834}, 'RZ': {'num_tslots': 3, 'evo_time': 0.4230596334910032}, 'GLOBALPHASE': {'num_tslots': 4, 'evo_time': 0.21160003574201894}}",0.26667364904142876
