circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
DeutschJozsa_2Q,500,250,50.0,30.0,0.02,0.02,"{'SNOT': {'num_tslots': 1, 'evo_time': 0.19933166787583487}, 'X': {'num_tslots': 1, 'evo_time': 0.2473607932663155}, 'CNOT': {'num_tslots': 10, 'evo_time': 1.0476284643948799}}",0.5415025704129802
