time,pulse_channel_1,pulse_channel_2,pulse_channel_3,pulse_channel_4,pulse_channel_5
0.0,-1.0828485291993146,-1.0106688931522227,-1.706822227282745,-1.4265685797383955e-06,3.19956233430066e-08
0.24736079573631287,-0.8868548482908089,-1.6615132460898223,-0.8868488999069023,-1.8791895644335812,-7.459412745551398e-07
0.44669246673583984,1.1916962627180758,-9.001466458951925e-07,2.6044749962797468e-06,1.5674839855643813e-06,-0.8854024410385702
0.6460241377353668,0.3198575376357364,0.546426727443356,0.009314448596633397,-0.4296604785430629,-0.6257663363273838
0.7507869899272919,-0.22290795138073202,0.7612988319730948,-0.6026419842618189,0.22543620657234859,0.8652526905347242
0.8555498421192169,0.34423929806749703,0.8721954411690758,0.26374578498470846,-0.8131919587608862,0.7559992098362518
0.960312694311142,-0.8739106812546777,0.2707452276211857,-0.5397103108285358,-0.17878092250340166,-0.818815805864693
1.065075546503067,0.02033024998876666,-1.0046559666143546,0.629542074614145,0.06793223856208552,0.34695544895551644
1.169838398694992,-0.34904063887493214,-0.8685677903111134,0.31495003197797516,0.9371226485716088,-0.33741291623159886
1.2746012508869171,-0.5258051663799536,0.7835464470412995,-0.25672104343946006,-0.05946425415783623,0.015141850828246213
1.3793641030788422,0.11704377171108583,0.32079235251417665,-0.636100192327426,0.7474975478893972,0.15756781813112927
1.4841269552707672,0.6798238694761324,-0.7807647374592186,-1.1824351105063868,-0.10351705190176444,-0.6453497669807562
1.5888898074626923,0.944532233975682,0.24528090383758566,1.180458227202546,0.19736716749969152,-0.9712304263777055
1.6936526596546173,1.4178129620937958e-06,1.191703362658423,1.5587772093348584e-06,-4.742609217424625e-06,-0.8854027437107469
