circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
IQFT_4Q,100,200,30.0,15.0,0.01,0.01,"{'SNOT': {'num_tslots': 9, 'evo_time': 0.16488689634201179}, 'X': {'num_tslots': 3, 'evo_time': 0.8970148693107337}, 'CNOT': {'num_tslots': 8, 'evo_time': 0.7062380177223689}, 'SWAP': {'num_tslots': 11, 'evo_time': 4.206234404577406}, 'CPHASE': {'num_tslots': 10, 'evo_time': 2.145778560598863}, 'RZ': {'num_tslots': 3, 'evo_time': 0.10634484722410326}, 'GLOBALPHASE': {'num_tslots': 6, 'evo_time': 0.23671930720339104}}",0.49854776573888193
