gen,nevals,avg,std,min,max,diversity
0,100,0.2572772465372494,0.005244705211118699,0.2452203849527432,0.26881908425309364,2.7418294434432298
1,61,0.25944148637327386,0.005927908119394884,0.24502862894636926,0.2744014385122259,4.026535637073871
2,64,0.2608536290132504,0.006681802989702976,0.24465957107220404,0.2807583279309555,4.3160844773680145
3,76,0.2597220707838605,0.008840827301853668,0.2430269582636531,0.2969606127336256,4.4647521536419985
4,61,0.26062340543167695,0.009583317618060437,0.24604085094627037,0.2969606127336256,4.6682412859695575
5,70,0.26230829604484174,0.010574559641629653,0.24513746661823818,0.2969606127336256,4.7196428446371925
6,61,0.2667131515714976,0.012699115377074074,0.244740200887659,0.2969606127336256,4.773373354255043
7,55,0.27188724400773795,0.012912365450570047,0.24838492626897904,0.30264147069580344,4.599457141732843
8,70,0.27553018061135087,0.013953539148303032,0.2471163038594458,0.3177675392308873,4.594287996613941
9,60,0.27936394214667926,0.01627143666719469,0.24185784495413212,0.3177675392308873,4.548050526799679
10,50,0.2839831598165632,0.01838655586486289,0.243287740184529,0.3204089146982075,4.393661210314788
11,39,0.29074838680059945,0.019199029355960653,0.24805732864948285,0.32231376298466535,4.4207682449466486
12,51,0.2939202007225315,0.02150847095850359,0.2516912429147994,0.32908283791990695,4.5071718688118425
13,62,0.30397113960391264,0.020612004965049193,0.25222479094255673,0.3365351263258284,4.082926950400179
14,59,0.30988941425674615,0.018295139516641388,0.25288736394128497,0.3365351263258284,4.258803262914182
15,74,0.3120489175706384,0.01707723459675013,0.24844266900663003,0.3392314055863833,4.524040395020287
16,68,0.31438435175232093,0.018969813428154122,0.24873362178350636,0.3392314055863833,4.567142545598987
17,55,0.318550261010937,0.024355645042032446,0.25026153115245375,0.39680494793798154,4.565064558075832
18,50,0.3275286361506465,0.02673752376630317,0.24966144202069504,0.4003854232134114,4.505958266994522
19,60,0.3318681692768213,0.0376491579062763,0.2454619545954193,0.4003854232134114,4.404578181814449
20,41,0.3528827560206691,0.03980524140179203,0.2492699234551818,0.4003854232134114,3.949645190056278
21,54,0.3596513335130637,0.04209541739672529,0.2465845137454469,0.4058214183223683,4.032136011160162
22,60,0.36480966410551496,0.04508480402749456,0.2548391179282315,0.4134846875007273,4.095767052822172
23,58,0.36917527443928166,0.04716063747295624,0.2472804750109714,0.4262700220925938,3.840898935914376
24,49,0.37711713197314206,0.0425255511919051,0.24563664365774665,0.43659034201996005,4.007726886442369
25,50,0.39024892408145556,0.037234450746163134,0.2429068557946488,0.4410807973986926,3.940186607807792
26,52,0.3871092116968303,0.05242312875068791,0.25241631572740575,0.467228651334627,4.150114044676603
27,56,0.3946239765546786,0.057175049895730655,0.23165396536989702,0.49882149238566187,4.2477745756755025
28,53,0.3989082283041935,0.0665872133250607,0.24066909331028927,0.49882149238566187,4.649345048817694
29,60,0.4140668533788676,0.05980249388318518,0.2427886884234561,0.5082899596000516,4.443384438588547
30,43,0.4371677081979245,0.06645007151500758,0.23082943946418968,0.5094829148446737,4.382405207353033
31,51,0.4396657916124761,0.07045947787319681,0.23952892592062966,0.5094829148446737,4.165681982263021
32,53,0.4622853163332703,0.05633230943839103,0.2445065914982947,0.5249264937685509,4.308681661811131
33,51,0.4605640056196503,0.07033345909902443,0.22709600230443522,0.5249264937685509,4.32529965054015
34,42,0.4766524425226601,0.06793099505840791,0.2166934233390433,0.5249264937685509,3.2546363105251395
35,48,0.469506890044358,0.06830221803742666,0.2542241324841402,0.5249264937685509,3.6600437324837394
36,55,0.4617598335775072,0.08460799989792328,0.21914940508550698,0.5249264937685509,3.021608631581577
37,54,0.4776077298729391,0.06627501545550467,0.25242768208425975,0.5249264937685509,3.471106683875155
38,48,0.4763825050436843,0.06926508635432886,0.21776756199653355,0.5287434016340836,2.9333098848820374
39,38,0.48339532128368967,0.06602517114820812,0.21957134144536727,0.5287434016340836,2.222789756509048
40,28,0.49029608373957223,0.07191578135750751,0.2252719831926756,0.5287434016340836,2.6327086131120017
41,48,0.47297889296779994,0.07703212774682092,0.2240482485574771,0.5287434016340836,2.6235251943098272
42,46,0.4790281607523045,0.07553641954334371,0.21927258579198802,0.5287434016340836,2.585183659222735
43,46,0.4858344643554343,0.07239785425831811,0.22191906733233516,0.5287434016340836,2.151807168721156
44,33,0.4867953907765387,0.07514254023149704,0.22199707266709368,0.5287434016340836,2.5087836597209723
45,38,0.48909724041067215,0.0721283221694035,0.2365410762842915,0.5287434016340836,2.4685180340092785
46,52,0.4778836501135666,0.07481840801623477,0.2248290737602268,0.5287434016340836,1.8047364001338742
47,33,0.4961056812883235,0.0593679251454324,0.24980857143333757,0.5287434016340836,1.947011105739421
48,42,0.4794669029365755,0.08208560119854827,0.20481578807729386,0.5287434016340836,2.1110434346777462
49,36,0.49854776573888193,0.05844313539486235,0.23322399442792016,0.5287434016340836,0.9882247204184886
50,36,0.424597265975014,0.08633682849549015,0.22559627927732337,0.5239117037998923,4.893486600663969
51,43,0.46784629479164097,0.07139612536710224,0.2221496745698817,0.5239117037998923,4.735799813385287
52,38,0.4808284134152047,0.06109451038018166,0.2666067391888377,0.5239117037998923,4.308473079466938
53,47,0.4686299682361987,0.08435179272079105,0.21615071030038904,0.5239117037998923,3.735828897466632
54,42,0.4760445256374919,0.08422604139588773,0.1955437129742225,0.5239117037998923,3.6695952605466373
55,38,0.4877191331698993,0.06941490968772647,0.22435641497750297,0.5239117037998923,2.8942004888262107
56,37,0.4833590906201408,0.07145231336974453,0.2529520501240124,0.5239117037998923,3.309841788891899
57,43,0.4762940114767524,0.06965502529560473,0.2453782005985102,0.5239117037998923,2.7020217169784786
58,36,0.4750088439913895,0.08394442851833347,0.2175743365688642,0.5239117037998923,2.7054648447039016
59,49,0.47733973477258956,0.07476076336317469,0.2203547491122144,0.5247777140971205,2.4654752475822566
60,43,0.4775018619920378,0.07243905330339094,0.23347289671806223,0.5247777140971205,2.7552159347243235
61,42,0.4858606245064838,0.0682443949273917,0.22293584809797673,0.5247777140971205,2.8456660528887077
62,39,0.47947484295327814,0.08182842713834791,0.2231773257294959,0.5313590231913096,2.4619884921700548
