scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 33),global,,,19.496059
Single-qubit pi (1q) (run 33),pulse_channel_1,3.047461,32.473574,17.760518
Single-qubit pi (1q) (run 33),pulse_channel_2,3.451670,39.350723,21.401197
