scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 275),global,,,16.687127
Single-qubit pi (1q) (run 275),pulse_channel_1,1.875321,33.082332,17.478826
Single-qubit pi (1q) (run 275),pulse_channel_2,2.924812,28.937764,15.931288
