scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 150),global,,,47.130994
Single-qubit pi (1q) (run 150),pulse_channel_1,6.218546,67.852049,37.035298
Single-qubit pi (1q) (run 150),pulse_channel_2,8.493442,111.464042,59.978742
