scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 469),global,,,116.981218
Single-qubit pi (1q) (run 469),pulse_channel_1,22.177964,120.658766,71.418365
Single-qubit pi (1q) (run 469),pulse_channel_2,27.390664,355.833042,191.611853
