time,pulse_channel_1,pulse_channel_2,pulse_channel_3,pulse_channel_4,pulse_channel_5,pulse_channel_6,pulse_channel_7,pulse_channel_8
0.0,1.119584031916424,-0.0038758674112620156,0.3110769450742601,0.7073718483276109,0.22931924694782618,0.5956531773325237,-0.06651476673106269,0.12326624133680435
0.020424319431185722,2.491050094354586,0.3247725786895991,0.024853089206257936,2.441756034885562,-0.552108181142201,0.13392030616505057,0.14760982981241205,0.002401304259573583
0.040848638862371445,2.4596093233917764,-0.15607981981276792,-0.20134600531138594,2.2429712761775593,0.3144174004838123,-0.3791698599066337,-0.16743887270948074,-0.1365806688510962
0.06127295829355717,1.3212508375889915,-0.0809540884813023,0.17628893857983247,2.1145112386734204,0.12599983967215392,0.09526315154143643,0.11882722380296293,0.3873458819592253
0.08169727772474289,1.7257092365089985,-0.0839035141244745,-0.3111523385834639,0.7009963260407222,-0.1180881307914998,-0.44612442302073413,-0.0333819570254201,-0.3775645755713143
0.10212159715592861,-0.3745024515174068,-1.3938834563885183,-0.03770252239666172,-0.16600640527332874,-1.0848175811516205,0.6247407147900037,-0.09252523331379726,0.015181942175568274
0.12254591658711433,0.3733963204878953,-1.258092907531822,0.01784556225035278,-0.20968807932579817,-1.7697542155441326,0.1335425856888567,0.32734119988926824,-0.0345087032652607
0.14297023601830006,-0.34518072079831685,-2.098023931955173,0.45666503179983164,0.2008153088380552,-1.6635181968032913,0.2716469561632051,-0.456076322151602,0.02927143877840052
0.16339455544948578,0.3620907400716859,-1.8436698643369096,-0.2606541142052057,0.21795277861735382,-2.069215815289653,0.23203382582735796,0.3280229939694386,-0.008844245290690805
0.1838188748806715,-0.015651822603858234,-2.1359492880465023,-0.1782800202616334,-0.03650452928737175,-2.00695794699234,-1.2609925464478533,-0.11263330404868431,-0.00078022408985354
0.20424319431185722,-0.8869988849251222,-0.24490889558628673,-1.8212360773537588,0.003924136382061581,0.3594177559985696,-1.474141941398534,-0.6833520573881158,0.0017264526893622607
0.22466751374304295,0.11832572435785031,-0.0789546205171731,-1.2979437730619634,0.3529977839077189,-0.4963992060007723,-1.3239783600810862,0.2411194077869063,-0.0034997090891714976
