circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
Grover_3Q,500,250,50.0,30.0,0.02,0.02,"{'SNOT': {'num_tslots': 5, 'evo_time': 0.102121600451952}, 'X': {'num_tslots': 1, 'evo_time': 0.15657368278210979}, 'CNOT': {'num_tslots': 2, 'evo_time': 0.10648397143048716}}",0.35587586417970063
