circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
Grover_4Q,50,15,50.0,30.0,0.02,0.02,"{'SNOT': {'num_tslots': 6, 'evo_time': 1.7857987009911913}, 'X': {'num_tslots': 8, 'evo_time': 0.8631112949236366}, 'CNOT': {'num_tslots': 9, 'evo_time': 1.2341572230144746}}",0.2461880759059147
