scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 2),global,,,60.225153
Single-qubit pi (1q) (run 2),pulse_channel_1,9.334475,70.470618,39.902546
Single-qubit pi (1q) (run 2),pulse_channel_2,11.867989,169.928380,90.898185
