gen,nevals,avg,std,min,max,diversity
0,100,0.25323337923542344,0.0033504618411482026,0.2450047085775289,0.2631746956791678,3.316524155270091
1,65,0.2551161424717948,0.003244148867731523,0.248787907613022,0.2631746956791678,3.8123677879717714
2,68,0.2551437547267684,0.004430713415972176,0.23912602366213012,0.2631746956791678,3.9858414902484345
3,67,0.2551908741851104,0.0037859711546023266,0.24631570151508372,0.2631746956791678,4.186226274042802
4,61,0.25542279141871604,0.00416365157407623,0.24367187816444097,0.2631746956791678,4.607752500341851
5,67,0.25453780842233664,0.003696834876966942,0.24716745948374935,0.2631746956791678,4.635602029492353
6,56,0.2552786448176786,0.0037561628937876367,0.2463835766501923,0.2631746956791678,4.473100646114783
7,57,0.2556567211282702,0.00455095258160074,0.24360856052346253,0.2631746956791678,4.363736236787863
8,60,0.2561258645845878,0.004541994183439466,0.24565797028898745,0.26803046262948105,4.388643371202307
9,46,0.2574089712929689,0.005325372956638797,0.2472228676721809,0.2745825036832708,4.311516671526797
10,52,0.2589885328459379,0.00915820362290759,0.2457367062584949,0.3018969030636315,4.344599292136251
11,59,0.261900173244499,0.011856279222293374,0.24691765501345178,0.30990897940025036,4.420371497184454
12,51,0.26661634528585926,0.013552685576069288,0.2466455467988421,0.30990897940025036,3.716696785688571
13,64,0.26826049854426204,0.015000994414579055,0.24725533133157065,0.30990897940025036,3.8024874560115123
14,51,0.2768317825600429,0.01965901575731821,0.2496212389079531,0.3536979392792022,3.99167473352242
15,65,0.282775637452073,0.02729594154906131,0.2479078097141995,0.3718747214353774,4.483582186355373
16,61,0.29094119060019596,0.0332960335002322,0.2439786930339957,0.3718747214353774,4.6807212369013484
17,61,0.30302694518820267,0.03638035909577303,0.2467064754315224,0.3723131852742578,4.138898284358733
18,64,0.31996380713911027,0.03733253640352441,0.2512222149698402,0.39918836784738737,4.560627134933339
19,62,0.32798452011167095,0.040073972815552014,0.2361455658209206,0.40049228419243205,4.43840445370295
20,61,0.34041332838276894,0.041791971802730275,0.248605378312703,0.40049228419243205,4.24848262163034
21,51,0.36343497693202775,0.038220508636892,0.24670064441235398,0.42729193144568833,3.7029288232482918
22,45,0.3670837044225656,0.045145349191370775,0.21069002788752722,0.42729193144568833,4.093035439149861
23,39,0.3819498038937645,0.047021554312649066,0.24189483848490365,0.429827101345485,4.429125578764931
24,43,0.3784197139143986,0.05543881113106709,0.23424993605146294,0.429827101345485,4.25186574966736
25,46,0.39796253013250565,0.043112403386278676,0.23401601937031927,0.429827101345485,3.449158041053531
26,56,0.3947925699845458,0.05095579691504828,0.23353924717342125,0.4335293511075263,3.3976813403778054
27,49,0.39485853947132843,0.056343801123651185,0.23215936089053876,0.4335392127611919,4.053771779981393
28,60,0.4013160671297517,0.04552887628684467,0.23173081877089263,0.43757765206045435,3.7052459842885326
29,35,0.4064787875116961,0.048488276984454445,0.24863913203830662,0.43757765206045435,4.2774193241961935
30,46,0.4038644103466635,0.04992988050952933,0.23398944787470813,0.43757765206045435,4.176939889800376
31,53,0.39886629800072193,0.05368098450544474,0.23150601424006875,0.43888129321440655,3.301804164243371
32,47,0.4031419656694334,0.0581620740514115,0.22914032987635777,0.43888129321440655,3.5791009753689846
33,48,0.4064709054586881,0.05318953842317384,0.23039933664213566,0.43888129321440655,3.444279072814522
34,50,0.4060488332039436,0.05038835450387565,0.23027150749961925,0.43888129321440655,3.470300728670428
35,45,0.40929019013282064,0.050419212941449826,0.23289898494994227,0.43888129321440655,3.7240640251006734
36,46,0.4101770002649129,0.051976049591997996,0.23114267424749962,0.4390623132023989,3.0947745960971553
37,38,0.41516409399048576,0.04839561053982168,0.23172000590463715,0.4390623132023989,2.738976544915883
38,52,0.3948519026377149,0.0627101815075337,0.2304733434879412,0.4390623132023989,3.078376835639236
39,52,0.4046041275944626,0.055940176631253634,0.23046676603773275,0.44106312534772113,2.692967219218751
40,52,0.4038983796791457,0.056870266202998794,0.2307876124411478,0.44106312534772113,3.32143574957975
41,43,0.41412432256304726,0.044239134147055374,0.23169427594978106,0.4390623132023989,2.9057616412620133
42,46,0.40665599118554235,0.05409384752508104,0.23085955521105916,0.43927863340221407,2.8988867099941795
43,48,0.4084500178280603,0.05588031593758529,0.23218496706320776,0.4398128274776994,2.9623964899410864
