time,pulse_channel_1,pulse_channel_2,pulse_channel_3,pulse_channel_4,pulse_channel_5
0.0,1.1126965770341377,0.9927066196549611,0.1472272118898369,0.1570115358500255,1.0256562595358285
0.08127890527248383,-0.20041563728751202,1.3431285296651883,0.7891640449119519,0.5304494724454183,-0.7716036444550977
0.16255781054496765,-0.5909706395194113,-0.19446734561090756,0.2324527747624008,-1.1354319858969393,1.0427967793623707
0.24383671581745148,-0.8488873889782803,1.3332329535727216,-0.899933732287177,-0.5571703892315055,1.1854421219169184
0.3251156210899353,0.1545921093796636,0.643872417472598,1.004694922450972,-0.02285417266331212,-0.5466130927353651
0.40639452636241913,-0.1840468399829842,0.7385239644863486,0.7898549231197328,1.1686644174349388,0.6088993513108186
0.48767343163490295,1.3333172853124715,-1.15130471584747,0.5074634280789938,-0.5245878371997278,1.122951389513849
0.5689523369073868,-0.7872741411654007,-1.2020572007494181,-1.6279407708428666,-0.05843207174068637,-0.42539646214502674
0.6502312421798706,-3.119749039471007,2.3907007178612085,2.724818940469811,0.31039533947417436,-1.8812326253047653
0.6842417344450951,-2.9478101487809525,-0.4232973720213027,1.2879860479666232,0.7915634131054737,0.7860673584584773
0.7182522267103195,3.304843498532144,-1.3968802947158572,2.1870169585733783,-0.8655567004590158,0.8604561910805534
0.752262718975544,6.337830342495864,0.199757455947119,0.03660990228848936,0.13762111764011936,2.0828661365435237
0.7862732112407684,-4.26273563314598,2.6166116611213424,4.411884753640283,0.27469867226700545,1.1880241735133181
