circuit_name,population_size,num_generations,t1,t2,bit_flip_prob,phase_flip_prob,best_individual,best_fidelity
DeutschJozsa_4Q,50,15,50.0,30.0,0.02,0.02,"{'SNOT': {'num_tslots': 1, 'evo_time': 2.3044605225485175}, 'X': {'num_tslots': 2, 'evo_time': 0.7430380170261395}, 'CNOT': {'num_tslots': 1, 'evo_time': 7.110963045417631}}",0.2720847134845369
