scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 114),global,,,5.661349
Single-qubit pi (1q) (run 114),pulse_channel_1,0.000000,10.517034,5.258517
Single-qubit pi (1q) (run 114),pulse_channel_2,0.000000,12.190081,6.095041
