scenario,channel,tdc,fdc,pcs
GHZ (3q) (run 92),global,,,47.087820
GHZ (3q) (run 92),pulse_channel_1,7.822155,68.199561,38.010858
GHZ (3q) (run 92),pulse_channel_2,8.010361,113.780776,60.895568
GHZ (3q) (run 92),pulse_channel_3,6.050908,85.886965,45.968937
GHZ (3q) (run 92),pulse_channel_4,6.232278,58.492941,32.362610
GHZ (3q) (run 92),pulse_channel_5,8.564256,75.579186,42.071721
GHZ (3q) (run 92),pulse_channel_6,9.031191,88.885536,48.958364
GHZ (3q) (run 92),pulse_channel_7,6.556040,104.231908,55.393974
GHZ (3q) (run 92),pulse_channel_8,8.922505,114.109359,61.515932
