scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 338),global,,,14.433357
Single-qubit pi (1q) (run 338),pulse_channel_1,2.542104,32.210475,17.376290
Single-qubit pi (1q) (run 338),pulse_channel_2,2.695058,21.282649,11.988853
