scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 18),global,,,23.234452
Single-qubit pi (1q) (run 18),pulse_channel_1,0.000000,55.178796,27.589398
Single-qubit pi (1q) (run 18),pulse_channel_2,0.000000,39.133857,19.566929
