time,pulse_channel_1,pulse_channel_2,pulse_channel_3,pulse_channel_4,pulse_channel_5,pulse_channel_6,pulse_channel_7,pulse_channel_8
0.0,-0.06065194631507119,0.7855681172749126,0.0003799165077141943,1.072489972203053,0.7857368223264302,-0.000356962721351589,-1.207389553661727e-07,-0.0004554328287415413
0.22506844997406006,-0.012634109581966242,0.9111828569879545,0.71760165115886,0.223402668640978,0.7443575738746885,0.4968401682898272,-1.838331730843747e-06,-0.8323955796786167
0.4501368999481201,-0.05214725633458349,0.8637448596898446,0.7057581121138133,0.9221133195941473,0.7371606579841219,0.4563046859140794,2.4324545568688507e-06,-0.7937711484215861
0.6752053499221802,0.0005934291384414893,0.3534723325752074,0.03658558789194505,-0.6281200171273219,0.36567414963283135,1.0952826921260108,0.22876971546884817,-0.5217901921455426
1.4018153548240662,0.0004661279021490216,-0.8614260725666628,-0.5481353223328861,0.4107572258950461,-0.1411784179523551,-1.2756960639333015,1.012883501933352,-0.03152131451623976
2.128425359725952,-1.0323351266975795,0.1787080370142869,-1.1629048946790932,0.0006262553659872437,0.03997195190909752,0.2798888055592103,-0.007898561040004587,-0.14904559624885338
2.855035364627838,0.14368721069146081,-0.27619847337771014,-0.21690219919674655,0.30371190226449085,-0.6298596170642295,-0.007195827068287619,-0.10224615728531217,7.424232961157826e-05
3.581645369529724,1.0059527851426195,0.18814662696091314,0.9097001887434767,1.118721677528623,0.04832775276248143,0.03448831237099507,-0.25026716953435774,0.0022767262798602888
4.30825537443161,0.0943543805347452,-1.0248336624051035,-1.5710076892004434,0.34036918361412954,0.29525023030449,-0.5280055123986502,0.005316704311070943,-0.3861762447396077
5.034865379333496,0.8291761440236393,2.2156331033083976e-07,0.003610282839841661,0.7317219279694387,0.29962791913617776,-1.567921876077025,4.638145011300637e-05,-0.024402111695742343
5.259933829307556,9.054836730563251e-05,1.6158233703520562e-05,-0.0025030681866369934,0.4255273976427836,-0.536854484871028,1.0859318812581802,-1.0012503483811726,0.00011841512484973921
5.485002279281616,0.06592790742328626,-1.645709023793442e-05,0.00402452303762416,-1.0497356403870397,0.8661517844572103,-1.7388452140896875,-0.0005443539074118875,-0.031688098870789674
