time,pulse_channel_1,pulse_channel_2,pulse_channel_3,pulse_channel_4,pulse_channel_5,pulse_channel_6,pulse_channel_7,pulse_channel_8
0.0,0.6113385754688617,-6.263426025378963e-05,0.5313448885224532,-0.7608270850689489,-0.9157611024198657,0.19515477427633726,-0.8520550617442263,1.5193716281789834e-05
0.41551634669303894,0.8581326105740658,6.922983188558643e-05,-0.3835504459616419,0.41188121342878364,0.2885974629939539,-0.27218540297874694,-0.060106980711386745,-1.9492720069210275e-05
0.8310326933860779,-0.7622811990337494,-5.773294682431271e-05,0.22343002816783925,-0.8184310180712805,-0.17232979204940377,1.499665788523593,0.5107191260541126,0.0001358079652800924
1.2465490400791168,-0.2756741523764395,-4.272870265439427e-05,0.4494413991814291,-0.6660922546809648,-0.9004340661425498,0.70136197613266,0.08718029662277109,0.0001254656613520131
1.6620653867721558,1.207319736069686,-0.11961078418356001,0.6416297237238181,2.0981258528994626,0.1690448409100296,-0.002958710977577526,-0.669440159027509,0.009141071296144223
2.051039069890976,-0.13910807825673954,-0.22378246155424988,-0.0028719180030117595,-0.40478498557054376,-0.00985093560937624,1.2855345329124228,0.021761462640834405,0.0017938776107166395
2.440012753009796,-0.06178737522722743,0.018544770806361965,-1.1184632852916854,-2.953944998232921,-0.1442890635964273,-0.004509022546326248,-0.658093346743314,0.6493771164716898
2.8289864361286163,-7.182570643224655e-05,0.8710930011015828,0.3014646449596017,-0.40637175840323736,-0.3202722774823078,-0.0014140989233773764,1.4687196139552836,0.06079748764494817
3.2179601192474365,-0.0016566348261187937,0.8610055573927021,0.024214742014420237,2.1920029689457396,-0.6379686652827717,-0.15252285575999147,-0.5034500726014584,0.44118102256867886
3.6069338023662567,0.0006575176141927958,0.8634966038498559,-0.07025125294529835,-1.236944474715441,-1.0400049670451201,1.2913485887128031,0.3414241162556552,0.14538665892895128
