scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 498),global,,,36.204936
Single-qubit pi (1q) (run 498),pulse_channel_1,2.492304,58.428249,30.460276
Single-qubit pi (1q) (run 498),pulse_channel_2,6.112282,79.953738,43.033010
