scenario,channel,tdc,fdc,pcs
Single-qubit pi (1q) (run 55),global,,,77.570279
Single-qubit pi (1q) (run 55),pulse_channel_1,10.356351,122.784550,66.570450
Single-qubit pi (1q) (run 55),pulse_channel_2,15.617504,165.157843,90.387674
